"SPEAKER","SENTENCE","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스"
"고객","건물이 몇 년도에 지어졌어요?","I","부동산업","상가","1","277","연식별매물문의","","Q","","건물이 몇 년도에 지어졌어요?","","","","","",""
"고객","연식이 오래된 건물인가요?","I","부동산업","상가","1","278","연식별매물문의","","Q","","연식이 오래된 건물인가요?","","","","","",""
"고객","최근에 지어진 건물 있을까요?","I","부동산업","상가","1","279","연식별매물문의","","Q","","최근에 지어진 건물 있을까요?","","","","","",""
"고객","최근 5년 이내에 지어진 건물도 있나요?","I","부동산업","상가","1","280","연식별매물문의","","Q","","최근 5년 이내에 지어진 건물도 있나요?","","","","","",""
"고객","건물 중에 연식이 오래되지 않은 매물 있어요?","I","부동산업","상가","1","281","연식별매물문의","","Q","","건물 중에 연식이 오래되지 않은 매물 있어요?","","","","","",""
"고객","2010년 이후에 지어진 건물 있나요?","I","부동산업","상가","1","282","연식별매물문의","","Q","","2010년 이후에 지어진 건물 있나요?","","","","","",""
"고객","그 상가 건물 지은 지가 얼마나 됐어요?","I","부동산업","상가","1","283","연식별매물문의","","Q","","그 상가 건물 지은 지가 얼마나 됐어요?","","","","","",""
"고객","너무 오래 된 건물 같은데 언제 지은 거예요?","I","부동산업","상가","1","284","연식별매물문의","","Q","","너무 오래 된 건물 같은데 언제 지은 거예요?","","","","","",""
"고객","지금 영업시간이신가요?","I","부동산업","상가","1","285","영업시간문의","","Q","","지금 영업시간이신가요?","","","","","",""
"고객","몇 시까지 영업하시나요?","I","부동산업","상가","1","286","영업시간문의","","Q","","몇 시까지 영업하시나요?","","","","","",""
"고객","영업시간은 어떻게 되세요?","I","부동산업","상가","1","287","영업시간문의","","Q","","영업시간은 어떻게 되세요?","","","","","",""
"고객","몇 시부터 몇 시까지 영업하시나요?","I","부동산업","상가","1","288","영업시간문의","","Q","","몇 시부터 몇 시까지 영업하시나요?","","","","","",""
"고객","영업시간이 어떻게 되죠?","I","부동산업","상가","1","289","영업시간문의","","Q","","영업시간이 어떻게 되죠?","","","","","",""
"고객","영업시간 좀 알려주시겠어요?","I","부동산업","상가","1","290","영업시간문의","","Q","","영업시간 좀 알려주시겠어요?","","","","","",""
"고객","주말 영업시간 좀 알려주시겠습니까?","I","부동산업","상가","1","291","영업시간문의","","Q","","주말 영업시간 좀 알려주시겠습니까?","","","","","",""
"고객","영업은 몇 시부터 몇 시까지 하시죠?","I","부동산업","상가","1","292","영업시간문의","","Q","","영업은 몇 시부터 몇 시까지 하시죠?","","","","","",""
"고객","임대인이랑 직접 계약할 수 있어요?","I","부동산업","상가","1","293","임대인직접계약문의","","Q","","임대인이랑 직접 계약할 수 있어요?","","","","","",""
"고객","임대인이랑 직접 계약할 수 있죠?","I","부동산업","상가","1","294","임대인직접계약문의","","Q","","임대인이랑 직접 계약할 수 있죠?","","","","","",""
"고객","임대인이랑 바로 계약 가능해요?","I","부동산업","상가","1","295","임대인직접계약문의","","Q","","임대인이랑 바로 계약 가능해요?","","","","","",""
"고객","건물주랑 바로 계약할 수 있는 건가요?","I","부동산업","상가","1","296","임대인직접계약문의","","Q","","건물주랑 바로 계약할 수 있는 건가요?","","","","","",""
"고객","계약할 때 건물주랑 바로 할 수 있을까요? ","I","부동산업","상가","1","297","임대인직접계약문의","","Q","","계약할 때 건물주랑 바로 할 수 있을까요? ","","","","","",""
"고객","지금 임대인이랑 직접 계약할 수는 없나요?","I","부동산업","상가","1","298","임대인직접계약문의","","Q","","지금 임대인이랑 직접 계약할 수는 없나요?","","","","","",""
"고객","직접 임대인을 보고 계약할 수 있죠?","I","부동산업","상가","1","299","임대인직접계약문의","","Q","","직접 임대인을 보고 계약할 수 있죠?","","","","","",""
"고객","건물주랑 대화 후에 계약하고 싶은데 지금 가능한가요?","I","부동산업","상가","1","300","임대인직접계약문의","","Q","","건물주랑 대화 후에 계약하고 싶은데 지금 가능한가요?","","","","","",""
"고객","상가가 왜 임대 나온 거예요?","I","부동산업","상가","1","301","임차임대이유문의","","Q","","상가가 왜 임대 나온 거예요?","","","","","",""
"고객","예전에 계셨던 사장님은 왜 내놓으신 건가요?","I","부동산업","상가","1","302","임차임대이유문의","","Q","","예전에 계셨던 사장님은 왜 내놓으신 건가요?","","","","","",""
"고객","왜 임대를 합니까?","I","부동산업","상가","1","303","임차임대이유문의","","Q","","왜 임대를 합니까?","","","","","",""
"고객","꽤 오래 운영하신 걸로 아는데 왜 임대 나온 건가요?","I","부동산업","상가","1","304","임차임대이유문의","","Q","","꽤 오래 운영하신 걸로 아는데 왜 임대 나온 건가요?","","","","","",""
"고객","사장님께서 급하게 임대 내놓으신 것 같은데 이유가 있나요?","I","부동산업","상가","1","305","임차임대이유문의","","Q","","사장님께서 급하게 임대 내놓으신 것 같은데 이유가 있나요?","","","","","",""
"고객","상가를 왜 임대하는지 이유를 알 수 있을까요?","I","부동산업","상가","1","306","임차임대이유문의","","Q","","상가를 왜 임대하는지 이유를 알 수 있을까요?","","","","","",""
"고객","왜 임대로 나온건가요?","I","부동산업","상가","1","307","임차임대이유문의","","Q","","왜 임대로 나온건가요?","","","","","",""
"고객","급하게 임대로 나온 이유가 뭔가요?","I","부동산업","상가","1","308","임차임대이유문의","","Q","","급하게 임대로 나온 이유가 뭔가요?","","","","","",""
"고객","입주 가능일은 며칠입니까?","I","부동산업","상가","1","309","입주가능일문의","","Q","","입주 가능일은 며칠입니까?","","","","","",""
"고객","다음 주에 입주 가능할까요?","I","부동산업","상가","1","310","입주가능일문의","","Q","","다음 주에 입주 가능할까요?","","","","","",""
"고객","입주는 언제부터 가능한가요?","I","부동산업","상가","1","311","입주가능일문의","","Q","","입주는 언제부터 가능한가요?","","","","","",""
"고객","입주는 언제쯤 할 수 있나요?","I","부동산업","상가","1","312","입주가능일문의","","Q","","입주는 언제쯤 할 수 있나요?","","","","","",""
"고객","이전에는 어떤 업종으로 하셨어요?","I","부동산업","상가","1","313","전업종문의","","Q","","이전에는 어떤 업종으로 하셨어요?","","","","","",""
"고객","옛날에는 어떤 업종으로 상가가 운영됐나요?","I","부동산업","상가","1","314","전업종문의","","Q","","옛날에는 어떤 업종으로 상가가 운영됐나요?","","","","","",""
"고객","전에는 계신 분은 어떤 업종이었습니까?","I","부동산업","상가","1","315","전업종문의","","Q","","전에는 계신 분은 어떤 업종이었습니까?","","","","","",""
"고객","이 상가 계약일 전에 관리비가 다 정산됐어요?","I","부동산업","상가","1","316","정산여부문의","","Q","","이 상가 계약일 전에 관리비가 다 정산됐어요?","","","","","",""
"고객","이 전 사장님이 상가랑 관련된 세금 다 정산하셨습니까?","I","부동산업","상가","1","317","정산여부문의","","Q","","이 전 사장님이 상가랑 관련된 세금 다 정산하셨습니까?","","","","","",""
"고객","매물과 관련된 다른 부분은 다 정산 된 거죠?","I","부동산업","상가","1","318","정산여부문의","","Q","","매물과 관련된 다른 부분은 다 정산 된 거죠?","","","","","",""
"고객","미납된 건 없어요?","I","부동산업","상가","1","319","정산여부문의","","Q","","미납된 건 없어요?","","","","","",""
"고객","상가 매물에 관리비는 다 정산이 됐나요?","I","부동산업","상가","1","320","정산여부문의","","Q","","상가 매물에 관리비는 다 정산이 됐나요?","","","","","",""
"고객","상가 임대료는 정산이 끝났어요?","I","부동산업","상가","1","321","정산여부문의","","Q","","상가 임대료는 정산이 끝났어요?","","","","","",""
"고객","이전 임대료는 정산 다 된건가요?","I","부동산업","상가","1","322","정산여부문의","","Q","","이전 임대료는 정산 다 된건가요?","","","","","",""
"고객","상가랑 관련된 것들은 전부 정산이 된거죠?","I","부동산업","상가","1","323","정산여부문의","","Q","","상가랑 관련된 것들은 전부 정산이 된거죠?","","","","","",""
"고객","계약 전에 정산은 다 하고 갔는지 확인 할 수 있나요?","I","부동산업","상가","1","324","정산여부문의","","Q","","계약 전에 정산은 다 하고 갔는지 확인 할 수 있나요?","","","","","",""
"고객","카페를 차릴까 하는데 주변에 많을까요?","I","부동산업","상가","1","325","주변상가업종문의","","Q","","카페를 차릴까 하는데 주변에 많을까요?","","","","","",""
"고객","이 상가 주위에 어떤 점포들이 있어요?","I","부동산업","상가","1","326","주변상가업종문의","","Q","","이 상가 주위에 어떤 점포들이 있어요?","","","","","",""
"고객","상가 주변에 빵집 많아요?","I","부동산업","상가","1","327","주변상가업종문의","","Q","","상가 주변에 빵집 많아요?","","","","","",""
"고객","상가 주변에 무슨 업종이 많죠?","I","부동산업","상가","1","328","주변상가업종문의","","Q","","상가 주변에 무슨 업종이 많죠?","","","","","",""
"고객","여기 상가 주위에 대체로 분포하고 있는 업종 좀 알려주실래요?","I","부동산업","상가","1","329","주변상가업종문의","","Q","","여기 상가 주위에 대체로 분포하고 있는 업종 좀 알려주실래요?","","","","","",""
"고객","주변에 어떤 업종이 있나요?","I","부동산업","상가","1","330","주변상가업종문의","","Q","","주변에 어떤 업종이 있나요?","","","","","",""
"고객","주변에 비슷한 업종이 많은가요?","I","부동산업","상가","1","331","주변상가업종문의","","Q","","주변에 비슷한 업종이 많은가요?","","","","","",""
"고객","상가 주변 업종은 어떤가요?","I","부동산업","상가","1","332","주변상가업종문의","","Q","","상가 주변 업종은 어떤가요?","","","","","",""
"고객","보여주신 상가에 주자창이 있습니까?","I","부동산업","상가","1","333","주차장문의","","Q","","보여주신 상가에 주자창이 있습니까?","","","","","",""
"고객","주차장 사용료 따로 있나요?","I","부동산업","상가","1","334","주차장문의","","Q","","주차장 사용료 따로 있나요?","","","","","",""
"고객","상가는 중개보수가 어느 정도 되나요?","I","부동산업","상가","1","335","중개보수문의","","Q","","상가는 중개보수가 어느 정도 되나요?","","","","","",""
"고객","이 상가 매물 중개보수료 좀 조정이 가능할까요?","I","부동산업","상가","1","336","중개보수문의","","Q","","이 상가 매물 중개보수료 좀 조정이 가능할까요?","","","","","",""
"고객","이 상가 매물 계약완료 했는데 수수료 얼마나 드리면 될까요?","I","부동산업","상가","1","337","중개보수문의","","Q","","이 상가 매물 계약완료 했는데 수수료 얼마나 드리면 될까요?","","","","","",""
"고객","상가 거래할 때 중개비를 얼마나 드려야 되나요?","I","부동산업","상가","1","338","중개보수문의","","Q","","상가 거래할 때 중개비를 얼마나 드려야 되나요?","","","","","",""
"고객","상가 매물은 중개비가 얼마죠?","I","부동산업","상가","1","339","중개보수문의","","Q","","상가 매물은 중개비가 얼마죠?","","","","","",""
"고객","상가 매물은 종개보수를 얼마를 드리면 될까요?","I","부동산업","상가","1","340","중개보수문의","","Q","","상가 매물은 종개보수를 얼마를 드리면 될까요?","","","","","",""
"고객","중개 수수료는 얼마죠?","I","부동산업","상가","1","341","중개보수문의","","Q","","중개 수수료는 얼마죠?","","","","","",""
"고객","중개 수수료는 얼마나 받으세요?","I","부동산업","상가","1","342","중개보수문의","","Q","","중개 수수료는 얼마나 받으세요?","","","","","",""
"고객","중개료 세금 계산서 발행해주세요","I","부동산업","상가","1","343","중개보수세금계산서발행요청","","Q","","중개료 세금 계산서 발행해주세요","","","","","",""
"고객","복비 현금영수증 부탁드립니다","I","부동산업","상가","1","344","중개보수세금계산서발행요청","","Q","","복비 현금영수증 부탁드립니다","","","","","",""
"고객","중개료 현금영수증 부탁합니다","I","부동산업","상가","1","345","중개보수세금계산서발행요청","","Q","","중개료 현금영수증 부탁합니다","","","","","",""
"고객","중개보수 세금계산서도 부탁드립니다","I","부동산업","상가","1","346","중개보수세금계산서발행요청","","Q","","중개보수 세금계산서도 부탁드립니다","","","","","",""
"고객","중개보수 세금계산서도 해 주실래요?","I","부동산업","상가","1","347","중개보수세금계산서발행요청","","Q","","중개보수 세금계산서도 해 주실래요?","","","","","",""
"고객","세금계산서도 받고 싶습니다","I","부동산업","상가","1","348","중개보수세금계산서발행요청","","Q","","세금계산서도 받고 싶습니다","","","","","",""
"고객","중개보수 낸 것도 세금계산서 발행해주세요","I","부동산업","상가","1","349","중개보수세금계산서발행요청","","Q","","중개보수 낸 것도 세금계산서 발행해주세요","","","","","",""
"고객","중개보수도 세금계산서를 발행할 수 있죠?","I","부동산업","상가","1","350","중개보수세금계산서발행요청","","Q","","중개보수도 세금계산서를 발행할 수 있죠?","","","","","",""
"고객","중개보수 세금계산서를 발행해주실 수 있나요?","I","부동산업","상가","1","351","중개보수세금계산서발행요청","","Q","","중개보수 세금계산서를 발행해주실 수 있나요?","","","","","",""
"고객","복비 현금영수증 부탁드립니다","I","부동산업","상가","1","352","중개보수세금계산서발행요청","","Q","","복비 현금영수증 부탁드립니다","","","","","",""
"고객","중개보수 세금계산서 발행 해주세요","I","부동산업","상가","1","353","중개보수세금계산서발행요청","","Q","","중개보수 세금계산서 발행 해주세요","","","","","",""
"고객","중개료 현금영수증 좀 해주세요","I","부동산업","상가","1","354","중개보수세금계산서발행요청","","Q","","중개료 현금영수증 좀 해주세요","","","","","",""
"고객","전자세금계산서로 발행해 주세요","I","부동산업","상가","1","355","중개보수세금계산서발행요청","","Q","","전자세금계산서로 발행해 주세요","","","","","",""
"고객","세금계산서 발행해 주실 수 있죠?","I","부동산업","상가","1","356","중개보수세금계산서발행요청","","Q","","세금계산서 발행해 주실 수 있죠?","","","","","",""
"고객","세금계산서 발행하려는데 도와주시겠어요?","I","부동산업","상가","1","357","중개보수세금계산서발행요청","","Q","","세금계산서 발행하려는데 도와주시겠어요?","","","","","",""
"고객","중개보수도 세금계산서를 발행할 수 있나요?","I","부동산업","상가","1","358","중개보수세금계산서발행요청","","Q","","중개보수도 세금계산서를 발행할 수 있나요?","","","","","",""
"고객","중개보수는 세금계산서를 발행해주세요","I","부동산업","상가","1","359","중개보수세금계산서발행요청","","Q","","중개보수는 세금계산서를 발행해주세요","","","","","",""
"고객","중개보수는 세금계산서를 발행해주시면 입금할게요","I","부동산업","상가","1","360","중개보수세금계산서발행요청","","Q","","중개보수는 세금계산서를 발행해주시면 입금할게요","","","","","",""
"고객","복비 할인 가능한가요?","I","부동산업","상가","1","361","중개보수할인문의","","Q","","복비 할인 가능한가요?","","","","","",""
"고객","10억이 넘는 매물인데 중개비 할인이 가능할까요?","I","부동산업","상가","1","362","중개보수할인문의","","Q","","10억이 넘는 매물인데 중개비 할인이 가능할까요?","","","","","",""
"고객","중개보수비 십만 원 단위까지는 할인 가능합니까?","I","부동산업","상가","1","363","중개보수할인문의","","Q","","중개보수비 십만 원 단위까지는 할인 가능합니까?","","","","","",""
"고객","중개 보수는 할인이 안 되나요?","I","부동산업","상가","1","364","중개보수할인문의","","Q","","중개 보수는 할인이 안 되나요?","","","","","",""
"고객","중개 보수를 할인해주실 수 있나요?","I","부동산업","상가","1","365","중개보수할인문의","","Q","","중개 보수를 할인해주실 수 있나요?","","","","","",""
"고객","중개 보수도 할인 가능한가요?","I","부동산업","상가","1","366","중개보수할인문의","","Q","","중개 보수도 할인 가능한가요?","","","","","",""
"고객","중개비도 할인해주시면 안될까요?","I","부동산업","상가","1","367","중개보수할인문의","","Q","","중개비도 할인해주시면 안될까요?","","","","","",""
"고객","중개 수수료 할인 얼마나 될까요?","I","부동산업","상가","1","368","중개보수할인문의","","Q","","중개 수수료 할인 얼마나 될까요?","","","","","",""
"고객","중개 수수료 할인 될까요?","I","부동산업","상가","1","369","중개보수할인문의","","Q","","중개 수수료 할인 될까요?","","","","","",""
"고객","중개보수 카드로 결제해도 되나요?","I","부동산업","상가","1","370","중개보수현금카드법인카드결제문의","","Q","","중개보수 카드로 결제해도 되나요?","","","","","",""
"고객","중개보수 현금으로 하려고 하는데 가능하죠? ","I","부동산업","상가","1","371","중개보수현금카드법인카드결제문의","","Q","","중개보수 현금으로 하려고 하는데 가능하죠? ","","","","","",""
"고객","중개보수 현금으로 결제할 수 있어요?","I","부동산업","상가","1","372","중개보수현금카드법인카드결제문의","","Q","","중개보수 현금으로 결제할 수 있어요?","","","","","",""
"고객","카드로 중개보수 결제할 수 있을까요? ","I","부동산업","상가","1","373","중개보수현금카드법인카드결제문의","","Q","","카드로 중개보수 결제할 수 있을까요? ","","","","","",""
"고객","법인카드로도 중개보수 결제 가능해요?","I","부동산업","상가","1","374","중개보수현금카드법인카드결제문의","","Q","","법인카드로도 중개보수 결제 가능해요?","","","","","",""
"고객","현금으로 중개보수 결제 가능한가요? ","I","부동산업","상가","1","375","중개보수현금카드법인카드결제문의","","Q","","현금으로 중개보수 결제 가능한가요? ","","","","","",""
"고객","중개보수는 카드로 결제하고 싶은데요","I","부동산업","상가","1","376","중개보수현금카드법인카드결제문의","","Q","","중개보수는 카드로 결제하고 싶은데요","","","","","",""
"고객","중개보수를 법인카드로 따로 결제할 수 있죠?","I","부동산업","상가","1","377","중개보수현금카드법인카드결제문의","","Q","","중개보수를 법인카드로 따로 결제할 수 있죠?","","","","","",""
"고객","중개보수는 따로 현금으로 드려도 될까요","I","부동산업","상가","1","378","중개보수현금카드법인카드결제문의","","Q","","중개보수는 따로 현금으로 드려도 될까요","","","","","",""
"고객","여기 세 군데가 말고는 더 없나요?","I","부동산업","상가","1","379","추가매물문의","","Q","","여기 세 군데가 말고는 더 없나요?","","","","","",""
"고객","지금 보여준 매물 말고 다른 매물도 보여주실 수 있나요? ","I","부동산업","상가","1","380","추가매물문의","","Q","","지금 보여준 매물 말고 다른 매물도 보여주실 수 있나요? ","","","","","",""
"고객","더 보여줄 매물 없을까요? ","I","부동산업","상가","1","381","추가매물문의","","Q","","더 보여줄 매물 없을까요? ","","","","","",""
"고객","한 군데 더 보여주시면 안 돼요?","I","부동산업","상가","1","382","추가매물문의","","Q","","한 군데 더 보여주시면 안 돼요?","","","","","",""
"고객","이 동네 아니더라도 좋으니까 근처에 괜찮은 매물 더 보여주실래요?","I","부동산업","상가","1","383","추가매물문의","","Q","","이 동네 아니더라도 좋으니까 근처에 괜찮은 매물 더 보여주실래요?","","","","","",""
"고객","여기보다 더 괜찮은 매물은 없어요?","I","부동산업","상가","1","384","추가매물문의","","Q","","여기보다 더 괜찮은 매물은 없어요?","","","","","",""
"고객","지금 이 매물도 괜찮긴 한데 더 보고 싶습니다","I","부동산업","상가","1","385","추가매물문의","","Q","","지금 이 매물도 괜찮긴 한데 더 보고 싶습니다","","","","","",""
"고객","상가 하나 더 할 생각인데 또 보여주실 수 있나요?","I","부동산업","상가","1","386","추가매물문의","","Q","","상가 하나 더 할 생각인데 또 보여주실 수 있나요?","","","","","",""
"고객","그럼 매물 생기면 연락 주시겠어요?","I","부동산업","상가","1","387","추후연락","","Q","","그럼 매물 생기면 연락 주시겠어요?","","","","","",""
"고객","일 끝나고 연락드려도 될까요?","I","부동산업","상가","1","388","추후연락","","Q","","일 끝나고 연락드려도 될까요?","","","","","",""
"고객","다른 지역도 좀 알아보고 연락해도 되겠습니까?","I","부동산업","상가","1","389","추후연락","","Q","","다른 지역도 좀 알아보고 연락해도 되겠습니까?","","","","","",""
"고객","조금 더 알아보고 다시 연락드릴게요","I","부동산업","상가","1","390","추후연락","","Q","","조금 더 알아보고 다시 연락드릴게요","","","","","",""
"고객","고민 좀 해보고 다시 방문할게요","I","부동산업","상가","1","391","추후연락","","Q","","고민 좀 해보고 다시 방문할게요","","","","","",""
"고객","지금 어떤 업종이 들어서 있습니까?","I","부동산업","상가","1","392","현업종문의","","Q","","지금 어떤 업종이 들어서 있습니까?","","","","","",""
"고객","현재 어떤 사업장이 운영 중인가요?","I","부동산업","상가","1","393","현업종문의","","Q","","현재 어떤 사업장이 운영 중인가요?","","","","","",""
"고객","그 상가에 지금 어떤 거 하고 있나요?","I","부동산업","상가","1","394","현업종문의","","Q","","그 상가에 지금 어떤 거 하고 있나요?","","","","","",""
"고객","지금 입주해있는 업종은 뭔가요?","I","부동산업","상가","1","395","현업종문의","","Q","","지금 입주해있는 업종은 뭔가요?","","","","","",""
"고객","지금은 어떤 업종이 들어와 있나요?","I","부동산업","상가","1","396","현업종문의","","Q","","지금은 어떤 업종이 들어와 있나요?","","","","","",""
"고객","시청 주변 상가에 매물이 있습니까?","I","부동산업","상가","1","397","OO지역상가사무실임차문의","","Q","","시청 주변 상가에 매물이 있습니까?","","","","","",""
"고객","강남지역 근처에 사무실 매물 좀 있습니까?","I","부동산업","상가","1","398","OO지역상가사무실임차문의","","Q","","강남지역 근처에 사무실 매물 좀 있습니까?","","","","","",""
"고객","판교쪽 사무실 임차하려는데 매물이 좀 있을까요?","I","부동산업","상가","1","399","OO지역상가사무실임차문의","","Q","","판교쪽 사무실 임차하려는데 매물이 좀 있을까요?","","","","","",""
"고객","10평 원룸 중에서 월세가 가장 저렴한건 얼마에요?","I","부동산업","주택","1","400","거래가","","Q","","10평 원룸 중에서 월세가 가장 저렴한건 얼마에요?","","","","","",""
"고객","법원로에 있는 오피스텔은 전세가 얼마인가요?","I","부동산업","주택","1","401","거래가","","Q","","법원로에 있는 오피스텔은 전세가 얼마인가요?","","","","","",""
"고객","서운중학교 근처에 월세가 어떻게 되죠?","I","부동산업","주택","1","402","거래가","","Q","","서운중학교 근처에 월세가 어떻게 되죠?","","","","","",""
"고객","거래가가 어떻게 돼요?","I","부동산업","주택","1","403","거래가","","Q","","거래가가 어떻게 돼요?","","","","","",""
"고객","거래가격이 얼마 정도입니까?","I","부동산업","주택","1","404","거래가","","Q","","거래가격이 얼마 정도입니까?","","","","","",""
"고객","거래 가격은 어떻게 됩니까?","I","부동산업","주택","1","405","거래가","","Q","","거래 가격은 어떻게 됩니까?","","","","","",""
"고객","보통 전세 어느 정도에 거래 되나요?","I","부동산업","주택","1","406","거래가","","Q","","보통 전세 어느 정도에 거래 되나요?","","","","","",""
"고객","#주소# 거래가 얼마에요?","I","부동산업","주택","1","407","거래가","","Q","","#주소# 거래가 얼마에요?","","","","","",""
"고객","사당역 근처에 있는 집은 전세 얼마에요?","I","부동산업","주택","1","#전화번호#","거래가","","Q","","사당역 근처에 있는 집은 전세 얼마에요?","","","","","",""
"고객","#주소#에 나온 주택은 얼마인가요?","I","부동산업","주택","1","409","거래가문의","","Q","","#주소#에 나온 주택은 얼마인가요?","","","","","",""
"고객","해안로에 있는 주택은 전세가 얼마죠?","I","부동산업","주택","1","410","거래가문의","","Q","","해안로에 있는 주택은 전세가 얼마죠?","","","","","",""
"고객","바우뫼로23길에 있는 주택은 월세가 얼마인지 알 수 있나요?","I","부동산업","주택","1","411","거래가문의","","Q","","바우뫼로23길에 있는 주택은 월세가 얼마인지 알 수 있나요?","","","","","",""
"고객","홍대입구역 근처 원룸 거래가가 얼마입니까?","I","부동산업","주택","1","412","거래가문의","","Q","","홍대입구역 근처 원룸 거래가가 얼마입니까?","","","","","",""
"고객","남한산성역 근처 투룸 거래 가격이 얼마입니까?","I","부동산업","주택","1","413","거래가문의","","Q","","남한산성역 근처 투룸 거래 가격이 얼마입니까?","","","","","",""
"고객","70평짜리 주택 거래 가격은 어느 정도 합니까?","I","부동산업","주택","1","414","거래가문의","","Q","","70평짜리 주택 거래 가격은 어느 정도 합니까?","","","","","",""
"고객","노형에 투룸 전세는 얼마에요?","I","부동산업","주택","1","415","거래가문의","","Q","","노형에 투룸 전세는 얼마에요?","","","","","",""
"고객","28평 아파트 찾고 있는데 전세 가격 얼마 정도 해요?","I","부동산업","주택","1","416","거래가문의","","Q","","28평 아파트 찾고 있는데 전세 가격 얼마 정도 해요?","","","","","",""
"고객","사당역 근처 오피스텔 월세는 얼마해요?","I","부동산업","주택","1","417","거래가문의","","Q","","사당역 근처 오피스텔 월세는 얼마해요?","","","","","",""
"고객","빌라 한 동에 몇 명 정도 살고 있는지 물어봐도 될까요?","I","부동산업","주택","1","418","거주인원문의","","Q","","빌라 한 동에 몇 명 정도 살고 있는지 물어봐도 될까요?","","","","","",""
"고객","가족 네 명이 살려고 하는데 괜찮은가요?","I","부동산업","주택","1","419","거주인원문의","","Q","","가족 네 명이 살려고 하는데 괜찮은가요?","","","","","",""
"고객","이 정도 평수면 몇 명정도 살 수 있어요?","I","부동산업","주택","1","420","거주인원문의","","Q","","이 정도 평수면 몇 명정도 살 수 있어요?","","","","","",""
"고객","2명 살기에 괜찮나요?","I","부동산업","주택","1","421","거주인원문의","","Q","","2명 살기에 괜찮나요?","","","","","",""
"고객","4명 사는데 안 불편하겠죠?","I","부동산업","주택","1","422","거주인원문의","","Q","","4명 사는데 안 불편하겠죠?","","","","","",""
"고객","건물에서 어디쪽에 있나요?","I","부동산업","주택","1","423","건물내위치","","Q","","건물에서 어디쪽에 있나요?","","","","","",""
"고객","몇 층에 매물이 있는 겁니까?","I","부동산업","주택","1","424","건물내위치","","Q","","몇 층에 매물이 있는 겁니까?","","","","","",""
"고객","매물이 지하에 있는겁니까?","I","부동산업","주택","1","425","건물내위치","","Q","","매물이 지하에 있는겁니까?","","","","","",""
"고객","집은 건물 몇 층이에요?","I","부동산업","주택","1","426","건물내위치","","Q","","집은 건물 몇 층이에요?","","","","","",""
"고객","집은 비상구와 가까운가요?","I","부동산업","주택","1","427","건물내위치","","Q","","집은 비상구와 가까운가요?","","","","","",""
"고객","집은 몇 층인가요?","I","부동산업","주택","1","428","건물내위치","","Q","","집은 몇 층인가요?","","","","","",""
"고객","괜찮은 매물 나왔다는게 2층에 있는 거 맞죠?","I","부동산업","주택","1","429","건물내위치","","Q","","괜찮은 매물 나왔다는게 2층에 있는 거 맞죠?","","","","","",""
"고객","싸게 나온게 반지하에요?","I","부동산업","주택","1","430","건물내위치","","Q","","싸게 나온게 반지하에요?","","","","","",""
"고객","필로티 바로 위층인가요?","I","부동산업","주택","1","431","건물내위치","","Q","","필로티 바로 위층인가요?","","","","","",""
"고객","#주소# 그전에 봤던 33평 계약할 수 있나요?","I","부동산업","주택","1","432","계약문의","","Q","","#주소# 그전에 봤던 33평 계약할 수 있나요?","","","","","",""
"고객","계약 할 때 뭘 준비해 와야 되나요?","I","부동산업","주택","1","433","계약문의","","Q","","계약 할 때 뭘 준비해 와야 되나요?","","","","","",""
"고객","계약은 바로 가능한가요?","I","부동산업","주택","1","434","계약문의","","Q","","계약은 바로 가능한가요?","","","","","",""
"고객","보여주신 매물 계약 어떻게 할까요?","I","부동산업","주택","1","435","계약문의","","Q","","보여주신 매물 계약 어떻게 할까요?","","","","","",""
"고객","계약할 때 따로 뭐 필요한 것들이 있습니까?","I","부동산업","주택","1","436","계약문의","","Q","","계약할 때 따로 뭐 필요한 것들이 있습니까?","","","","","",""
"고객","계약은 어떻게 하면 될까요?","I","부동산업","주택","1","437","계약문의","","Q","","계약은 어떻게 하면 될까요?","","","","","",""
"고객","계약서 작성할때 제가 준비 해야될 것들 있나요?","I","부동산업","주택","1","438","계약문의","","Q","","계약서 작성할때 제가 준비 해야될 것들 있나요?","","","","","",""
"고객","계약은 언제 하면 될까요?","I","부동산업","주택","1","439","계약문의","","Q","","계약은 언제 하면 될까요?","","","","","",""
"고객","계약금 바로 결제해주세요","I","부동산업","주택","1","440","계약결제요청","","Q","","계약금 바로 결제해주세요","","","","","",""
"고객","지금 바로 계약금 결제해주실래요?","I","부동산업","주택","1","441","계약결제요청","","Q","","지금 바로 계약금 결제해주실래요?","","","","","",""
"고객","계약금 결제할게요","I","부동산업","주택","1","442","계약결제요청","","Q","","계약금 결제할게요","","","","","",""
"고객","계약금 지금 결제해주시겠어요? ","I","부동산업","주택","1","443","계약결제요청","","Q","","계약금 지금 결제해주시겠어요? ","","","","","",""
"고객","지금 바로 계약금 납부할래요","I","부동산업","주택","1","444","계약결제요청","","Q","","지금 바로 계약금 납부할래요","","","","","",""
"고객","지금 계약금 드릴게요","I","부동산업","주택","1","445","계약결제요청","","Q","","지금 계약금 드릴게요","","","","","",""
"고객","계약금 결제하고 싶습니다","I","부동산업","주택","1","446","계약결제요청","","Q","","계약금 결제하고 싶습니다","","","","","",""
